14,22,25,72,36,26,74,110,16,41,169,267,-98,1
16,73,37,14,23,87,28,12,114,76,163,317,-154,0
14,87,49,91,90,129,106,19,56,66,331,376,-45,1
5,18,105,101,104,2,25,114,90,39,333,270,63,1
52,9,99,34,5,1,74,86,53,32,199,246,-47,0
50,51,26,114,23,86,14,121,4,11,264,236,28,1
101,129,7,21,8,107,90,108,41,114,266,460,-194,1
67,86,23,112,47,20,98,75,6,76,335,275,60,0
87,14,106,21,54,90,120,23,8,74,282,315,-33,1
7,54,23,50,55,51,70,11,16,35,189,183,6,1
93,14,40,31,74,69,84,35,25,62,252,275,-23,1
74,41,14,101,5,46,32,86,93,120,235,377,-142,1
23,9,114,20,48,25,18,82,84,2,214,211,3,0
54,39,28,20,62,72,36,23,14,31,203,176,27,1
11,101,31,80,2,86,26,44,97,36,225,289,-64,1
44,63,14,5,13,97,93,105,56,62,139,413,-274,0
28,72,120,91,75,16,31,89,15,85,386,236,150,0
10,76,14,7,120,73,98,5,105,36,227,317,-90,1
5,22,41,58,11,114,90,74,112,8,137,398,-261,0
14,46,119,90,44,8,25,121,21,120,313,295,18,1
20,74,9,21,41,14,8,97,86,2,165,207,-42,1
10,14,7,90,59,41,86,37,101,16,180,281,-101,1
82,72,50,120,7,13,60,93,90,83,331,339,-8,1
44,42,4,60,9,75,3,78,70,6,159,232,-73,0
47,68,41,21,20,63,87,74,18,25,197,267,-70,1
93,7,9,90,22,102,26,52,10,109,221,299,-78,1
52,25,30,67,2,14,101,104,36,49,176,304,-128,1
30,22,93,5,104,114,101,66,41,84,254,406,-152,1
81,5,106,104,66,9,34,99,23,64,362,229,133,1
114,84,101,74,7,17,44,104,31,14,380,210,170,0
102,76,81,9,31,90,60,16,92,13,299,271,28,0
52,100,6,45,110,20,23,16,105,44,313,208,105,0
75,76,9,8,19,104,87,39,89,14,187,333,-146,0
87,74,8,47,14,96,6,30,83,21,230,236,-6,0
5,54,22,98,101,64,104,46,102,96,280,412,-132,0
26,4,100,61,9,22,32,60,21,38,200,173,27,1
114,53,99,62,50,110,16,68,46,87,378,327,51,1
26,67,29,25,14,34,36,63,7,85,161,225,-64,0
84,72,14,19,25,57,79,63,119,17,214,335,-121,1
54,3,9,47,2,37,25,98,82,96,115,338,-223,1
75,90,106,120,6,25,21,60,4,27,397,137,260,0
6,105,29,75,102,3,79,76,110,89,317,357,-40,1
14,26,51,1,93,97,56,23,90,19,185,285,-100,0
11,99,72,37,90,8,98,30,64,121,309,321,-12,1
72,7,60,101,86,29,25,22,8,35,326,119,207,1
48,25,120,40,108,110,33,102,18,36,341,299,42,1
60,14,25,19,54,41,85,114,75,120,172,435,-263,1
101,7,84,114,120,11,14,129,27,6,426,187,239,0
102,76,90,41,9,8,97,7,26,120,318,258,60,1
77,114,73,74,75,84,64,32,1,7,413,188,225,0
47,60,90,8,26,112,52,74,72,120,231,430,-199,0
36,101,59,82,111,6,25,110,85,11,389,237,152,0
64,13,60,90,54,2,25,39,26,72,281,164,117,0
75,93,90,14,36,22,79,39,3,54,308,197,111,0
47,104,26,22,75,88,8,84,44,30,274,254,20,1
82,37,84,93,45,9,102,3,8,23,341,145,196,1
7,75,31,71,41,30,17,102,15,21,225,185,40,1
17,60,121,87,44,56,19,59,5,26,329,165,164,1
6,104,14,86,20,76,41,25,119,102,230,363,-133,1
62,114,23,40,41,65,85,14,48,99,280,311,-31,1
14,26,55,8,87,106,23,110,34,21,190,294,-104,1
99,7,10,61,51,52,9,76,27,60,228,224,4,1
9,74,97,44,105,7,106,71,77,86,329,347,-18,0
9,12,74,83,16,4,26,71,23,69,194,193,1,1
10,105,14,106,26,83,86,8,23,59,261,259,2,1
90,111,42,23,56,77,22,93,37,14,322,243,79,1
8,7,11,22,9,120,6,39,102,73,57,340,-283,1
56,51,31,32,4,25,93,14,29,52,174,213,-39,1
17,9,23,106,5,19,74,90,102,114,160,399,-239,1
121,35,44,21,71,56,104,40,47,84,292,331,-39,0
90,81,14,64,106,60,25,72,75,76,355,308,47,0
76,101,14,104,9,23,53,82,26,42,304,226,78,0
36,14,16,9,60,84,74,13,54,91,135,316,-181,1
42,84,39,14,9,7,50,87,41,75,188,260,-72,0
30,77,79,28,101,84,22,108,67,5,315,286,29,1
23,101,97,54,15,11,60,100,95,26,290,292,-2,0
62,72,17,75,52,9,14,32,26,54,278,135,143,1
60,22,48,112,101,85,121,102,6,82,343,396,-53,1
7,11,14,8,121,51,54,84,31,101,161,321,-160,1
12,5,110,104,47,25,90,93,100,14,278,322,-44,0
72,50,62,129,14,106,121,104,12,87,327,430,-103,1
114,22,23,21,32,14,4,25,99,26,212,168,44,1
74,19,104,87,9,114,14,10,25,7,293,170,123,0
25,41,60,76,112,26,98,89,31,52,314,296,18,1
14,102,86,41,101,34,21,70,69,26,344,220,124,1
8,26,39,53,7,106,2,75,14,25,133,222,-89,1
70,20,29,26,9,25,64,74,41,2,154,206,-52,1
50,25,68,60,56,23,106,9,119,46,259,303,-44,0
79,35,67,44,119,95,34,14,90,46,344,279,65,1
76,79,23,9,41,75,74,104,6,26,228,285,-57,1
84,104,6,41,9,83,23,86,114,129,244,435,-191,0
10,14,102,84,76,114,26,63,98,82,286,383,-97,0
101,9,41,60,25,93,39,87,19,22,236,260,-24,1
57,32,79,72,54,86,74,62,110,41,294,373,-79,1
26,14,54,30,23,60,6,76,7,86,147,235,-88,1
37,56,14,48,74,47,105,10,6,5,229,173,56,1
23,74,67,102,72,41,60,26,101,76,338,304,34,0
48,92,108,102,20,59,85,81,19,25,370,269,101,1
91,104,25,47,70,5,120,89,114,9,337,337,0,0
73,35,71,84,72,53,67,22,64,23,335,229,106,1
26,105,84,9,60,120,106,62,67,25,284,380,-96,1
3,19,66,106,42,5,89,101,2,39,236,236,0,0
87,45,15,51,81,86,5,60,44,17,279,212,67,1
67,13,68,32,121,91,79,114,34,120,301,438,-137,1
40,11,34,21,69,42,22,120,9,91,175,284,-109,0
74,41,23,85,101,75,86,21,31,6,324,219,105,0
112,17,9,14,35,57,87,88,104,67,187,403,-216,0
17,6,9,28,121,14,12,112,25,39,181,202,-21,0
102,86,1,14,68,105,84,76,6,74,271,345,-74,1
74,67,108,41,98,84,110,14,93,101,388,402,-14,1
61,6,71,100,72,56,70,129,2,38,310,295,15,1
9,86,10,7,93,19,34,121,75,56,205,305,-100,0
95,88,75,63,98,35,102,18,45,101,419,301,118,0
89,114,31,106,19,119,97,90,74,44,359,424,-65,1
11,99,85,42,5,68,64,56,16,6,242,210,32,0
45,109,20,66,63,6,121,77,55,50,303,309,-6,1
44,76,66,7,14,46,93,16,31,71,207,257,-50,0
114,8,66,30,99,77,84,23,90,16,317,290,27,1
114,51,111,129,82,99,21,43,16,97,487,276,211,1
59,26,92,60,14,93,23,50,98,101,251,365,-114,1
87,22,1,42,25,34,5,9,14,12,177,74,103,1
8,35,105,34,104,101,9,89,93,74,286,366,-80,0
101,72,59,84,41,87,16,22,52,89,357,266,91,1
72,34,7,54,120,114,113,91,60,21,287,399,-112,1
8,104,27,86,46,6,87,60,90,19,271,262,9,0
17,26,81,14,101,9,39,29,25,44,239,146,93,1
25,93,119,94,97,21,31,18,53,76,428,199,229,0
6,2,79,86,39,14,52,84,41,74,212,265,-53,1
75,7,10,20,81,62,101,87,18,121,193,389,-196,1
39,23,50,7,1,6,84,83,88,62,120,323,-203,1
46,4,86,23,84,120,101,65,50,67,243,403,-160,1
79,93,106,21,100,74,104,12,14,86,399,290,109,1
54,9,121,108,101,93,86,13,37,110,393,339,54,1
129,79,91,60,39,14,47,95,86,13,398,255,143,0
104,26,32,41,74,106,21,95,96,62,277,380,-103,0
1,42,99,75,88,14,19,54,101,17,305,205,100,1
16,14,34,93,86,7,97,35,119,8,243,266,-23,1
107,88,9,37,109,35,99,74,120,90,350,418,-68,1
85,129,104,23,8,60,106,90,98,110,349,464,-115,0
106,14,76,105,25,85,108,64,77,92,326,426,-100,1
10,75,32,104,106,8,3,101,25,19,327,156,171,1
76,27,70,19,60,11,25,98,91,18,252,243,9,1
22,44,25,84,104,8,68,9,69,76,279,230,49,1
23,25,51,3,35,49,72,16,26,36,137,199,-62,0
25,59,114,28,5,21,102,84,46,44,231,297,-66,1
105,112,56,38,54,67,40,30,82,14,365,233,132,0
84,41,86,21,55,2,20,22,90,93,287,227,60,1
26,22,34,65,100,121,31,67,119,72,247,410,-163,1
99,52,47,81,26,36,93,45,90,60,305,324,-19,1
99,112,32,14,41,91,93,92,87,113,298,476,-178,0
101,52,54,34,7,73,86,102,26,67,248,354,-106,1
12,7,15,19,75,26,13,14,1,87,128,141,-13,1
21,119,28,106,41,30,84,42,39,54,315,249,66,0
99,54,50,61,64,38,19,41,51,66,328,215,113,1
1,105,69,26,11,50,21,41,79,86,212,277,-65,1
22,14,72,108,75,36,76,88,64,93,291,357,-66,0
84,86,7,41,10,104,21,42,74,9,228,250,-22,0
9,63,29,70,65,82,111,35,64,129,236,421,-185,1
2,74,21,6,86,84,26,14,110,49,189,283,-94,1
48,76,111,44,85,28,121,93,59,25,364,326,38,0
9,60,16,74,19,93,50,47,14,21,178,225,-47,1
50,71,101,41,65,91,2,96,34,43,328,266,62,1
22,3,72,7,107,89,86,104,32,17,211,328,-117,1
31,25,2,8,39,90,57,114,76,74,105,411,-306,1
101,60,121,84,114,47,54,14,74,110,480,299,181,0
21,87,101,12,7,95,60,86,22,90,228,353,-125,0
52,9,27,61,81,48,82,60,54,86,230,330,-100,1
61,16,21,87,64,120,14,34,41,75,249,284,-35,1
14,100,91,30,114,26,12,40,57,23,349,158,191,1
31,77,68,102,16,86,65,67,25,14,294,257,37,1
82,6,74,7,64,108,92,85,29,112,233,426,-193,0
5,26,46,32,89,42,7,102,114,74,198,339,-141,0
90,29,6,5,36,68,74,7,11,10,166,170,-4,0
9,41,11,16,84,37,15,83,44,96,161,275,-114,1
26,121,59,97,44,46,67,25,100,9,347,247,100,1
14,86,21,68,52,11,48,84,104,37,241,284,-43,1
75,97,8,64,74,23,14,11,114,27,318,189,129,1
54,21,114,14,20,86,26,129,104,34,223,379,-156,1
51,90,43,104,59,42,86,14,93,23,347,258,89,1
121,74,56,104,54,57,26,105,13,93,409,294,115,0
11,9,44,73,68,93,19,84,33,34,205,263,-58,1
10,7,40,11,3,25,54,99,75,119,71,372,-301,0
112,21,19,100,54,101,25,99,52,76,306,353,-47,1
8,23,83,104,86,14,9,45,90,114,304,272,32,0
68,76,110,5,47,70,39,28,7,52,306,196,110,1
60,68,50,32,14,56,67,62,120,121,224,426,-202,1
101,110,60,90,22,108,9,93,84,8,383,302,81,1
51,22,45,86,120,6,110,36,37,20,324,209,115,0
62,73,40,83,121,50,77,49,74,104,379,354,25,0
105,12,11,94,44,6,23,10,74,42,266,155,111,1
58,55,101,54,7,85,16,62,39,93,275,295,-20,1
60,14,28,17,56,50,1,98,36,67,175,252,-77,1
33,80,26,60,101,84,97,44,47,25,300,297,3,1
75,32,37,42,27,74,78,26,7,112,213,297,-84,1
22,10,7,23,75,13,40,9,29,21,137,112,25,1
74,86,76,96,47,11,7,41,6,30,379,95,284,1
48,104,60,84,26,101,4,30,14,46,322,195,127,0
7,56,22,75,44,63,51,17,101,27,204,259,-55,1
14,85,42,25,21,41,104,80,82,26,187,333,-146,1
60,6,17,27,85,42,19,90,76,110,195,337,-142,1
43,102,14,98,8,19,36,101,70,25,265,251,14,0
45,30,81,64,99,52,62,41,47,40,319,242,77,0
22,113,30,61,53,37,100,77,62,104,279,380,-101,0
71,60,41,90,77,54,50,120,34,68,339,326,13,1
2,9,95,121,74,119,81,44,21,50,301,315,-14,1
104,25,69,119,106,84,71,17,75,86,423,333,90,1
53,102,105,47,41,84,99,4,75,74,348,336,12,1
21,93,46,62,111,42,81,19,22,9,333,173,160,0
86,84,104,96,16,64,80,120,113,14,386,391,-5,0
53,104,74,7,63,9,119,44,86,14,301,272,29,0
91,10,34,26,105,114,77,43,20,84,266,338,-72,1
59,2,14,75,50,20,74,32,47,68,200,241,-41,0
93,61,97,33,60,9,59,74,90,54,344,286,58,0
74,41,48,52,129,36,60,20,93,50,344,259,85,1
23,98,75,96,27,25,60,77,85,59,319,306,13,0
79,23,50,32,40,47,53,22,42,101,224,265,-41,1
77,104,8,83,31,93,27,36,17,90,303,263,40,1
75,94,110,36,42,14,63,6,102,84,357,269,88,0
5,11,12,129,75,57,120,53,41,7,232,278,-46,1
48,84,21,32,41,26,81,101,59,22,226,289,-63,1
21,99,63,32,52,41,62,93,83,19,267,298,-31,1
32,26,21,5,22,71,14,9,120,11,106,225,-119,1
12,100,26,75,17,120,52,90,99,4,230,365,-135,1
26,14,106,16,44,84,51,11,99,6,206,251,-45,0
41,102,25,87,46,44,86,90,104,39,301,363,-62,1
106,4,7,81,101,5,92,34,91,60,299,282,17,1
35,84,114,10,50,39,60,44,30,7,293,180,113,0
66,51,47,93,22,49,74,5,70,121,279,319,-40,1
7,26,67,22,84,58,44,1,45,114,206,262,-56,0
60,114,62,5,34,106,67,98,51,102,275,424,-149,0
75,110,121,22,72,64,81,14,7,74,400,240,160,1
93,34,84,35,14,87,111,42,56,10,260,306,-46,0
57,14,22,84,82,71,29,100,32,74,259,306,-47,1
91,97,39,35,56,74,45,84,6,7,318,216,102,0
1,33,46,97,89,59,37,80,65,69,266,310,-44,0
74,20,93,50,35,17,79,48,28,25,272,197,75,0
64,71,77,23,106,90,76,54,103,13,341,336,5,1
76,60,41,9,3,106,84,52,129,44,189,415,-226,1
108,56,105,4,14,20,44,34,36,83,287,217,70,1
9,104,108,92,85,41,74,34,14,121,398,284,114,1
32,90,120,19,89,91,21,106,51,99,350,368,-18,1
63,100,37,60,74,25,2,21,23,26,334,97,237,1
6,50,102,76,74,2,14,82,90,67,308,255,53,1
2,81,83,114,105,27,54,74,53,13,385,221,164,1
46,20,6,9,2,88,90,8,11,62,83,259,-176,1
93,22,75,48,14,40,7,104,74,56,252,281,-29,0
5,14,6,26,23,25,103,33,72,74,74,307,-233,1
35,97,72,101,14,64,52,67,42,114,319,339,-20,0
99,98,6,84,75,70,101,14,85,36,362,306,56,1
92,66,6,104,83,102,29,74,67,68,351,340,11,1
83,15,101,6,10,99,56,50,8,7,215,220,-5,1
27,114,102,95,2,83,98,9,10,72,340,272,68,0
87,6,45,33,56,104,95,1,31,68,227,299,-72,1
44,29,114,105,57,2,59,102,8,31,349,202,147,0
52,46,39,60,50,9,32,98,56,26,247,221,26,1
21,76,8,5,12,14,42,86,85,47,122,274,-152,0
7,102,28,26,72,68,23,13,66,6,235,176,59,0
119,106,91,72,45,83,54,46,21,51,433,255,178,1
120,17,53,67,30,101,93,26,74,102,287,396,-109,1
60,105,10,6,84,14,7,68,18,93,265,200,65,1
19,44,23,33,26,84,107,36,70,98,145,395,-250,0
10,19,13,8,104,1,25,14,22,101,154,163,-9,0
48,101,104,11,7,93,56,72,86,106,271,413,-142,1
84,63,40,14,6,28,26,93,86,41,207,274,-67,1
25,108,77,85,45,101,41,112,14,84,340,352,-12,1
99,84,74,86,44,14,7,64,70,26,387,181,206,0
17,14,98,44,75,86,54,47,119,53,248,359,-111,1
99,44,7,39,9,17,85,93,41,74,198,310,-112,1
42,109,21,101,8,25,2,61,56,34,281,178,103,0
104,17,25,30,8,74,18,79,84,120,184,375,-191,1
74,61,77,56,76,1,26,62,89,106,344,284,60,0
87,113,10,108,84,22,65,59,86,60,402,292,110,0
95,84,33,32,104,90,93,74,1,34,348,292,56,1
56,99,86,26,76,33,17,6,7,101,343,164,179,1
56,74,84,83,20,36,9,108,92,85,317,330,-13,0
61,48,74,4,30,26,84,120,93,23,217,346,-129,0
87,9,61,70,104,93,75,38,25,10,331,241,90,1
14,105,114,19,32,90,77,66,95,2,284,330,-46,0
52,89,77,93,37,65,61,112,6,88,348,332,16,0
74,9,7,48,64,22,14,11,35,50,202,132,70,0
77,114,7,71,35,21,70,12,32,5,304,140,164,1
6,25,102,71,120,76,26,93,96,74,324,365,-41,1
54,32,106,53,34,56,5,86,93,19,279,259,20,1
99,102,50,110,114,82,105,100,121,8,475,416,59,1
6,17,55,9,26,108,104,48,84,7,113,351,-238,1
19,72,5,129,59,55,76,18,93,109,284,351,-67,1
102,93,101,13,9,22,8,41,112,58,318,241,77,0
74,26,99,44,1,16,52,9,14,86,244,177,67,1
48,40,75,84,49,77,51,22,71,47,296,268,28,1
86,5,22,97,114,119,14,36,41,84,324,294,30,0
84,120,67,14,33,74,83,32,17,99,318,305,13,1
43,16,84,72,90,54,5,7,10,74,305,150,155,0
74,26,99,23,70,48,92,108,102,20,292,370,-78,0
102,25,101,14,48,66,95,120,26,86,290,393,-103,0
17,27,16,56,44,28,112,47,25,109,160,321,-161,1
70,53,45,32,44,12,14,99,71,22,244,218,26,0
10,7,40,66,77,101,22,90,104,81,200,398,-198,1
14,39,84,60,72,27,36,58,56,114,269,291,-22,0
112,9,104,35,74,84,75,71,21,81,334,332,2,0
60,86,12,74,90,48,82,85,20,75,322,310,12,0
8,108,106,101,66,90,17,29,86,6,389,228,161,0
110,90,6,17,5,41,14,101,75,64,228,295,-67,1
14,101,74,49,10,2,9,7,104,17,248,139,109,1
42,45,61,107,22,14,63,6,26,35,277,144,133,1
72,14,108,49,62,79,104,17,74,73,305,347,-42,1
60,26,22,7,44,14,25,12,28,90,159,169,-10,1
56,17,121,49,32,44,14,22,74,5,275,159,116,0
7,10,79,41,8,16,71,105,75,74,145,341,-196,1
20,45,86,31,99,35,74,9,114,88,281,320,-39,0
40,56,106,5,32,81,14,26,62,25,239,208,31,1
40,61,14,106,27,100,76,69,41,26,248,312,-64,1
14,7,17,30,54,16,81,109,35,44,122,285,-163,1
33,71,72,56,101,57,89,90,121,48,333,405,-72,1
11,86,47,79,42,104,90,60,76,48,265,378,-113,0
74,46,36,8,37,14,20,108,114,23,201,279,-78,1
94,18,88,64,44,73,27,99,38,33,308,270,38,1
14,104,20,9,42,120,50,21,86,93,189,370,-181,1
60,59,112,87,93,106,26,67,22,2,411,223,188,1
93,9,14,59,121,54,19,102,20,106,296,301,-5,0
50,38,74,60,90,30,54,19,7,14,312,124,188,1
14,105,31,18,106,5,44,25,12,75,274,161,113,0
25,98,104,9,44,20,5,12,110,23,280,170,110,1
