23,70,26,65,104,49,62,27,6,14,1
62,33,74,46,106,28,95,104,44,111,0
1,32,77,28,30,120,8,26,22,14,1
62,93,9,31,108,5,23,32,48,28,1
92,44,50,25,97,20,76,74,28,6,1
71,6,53,17,44,67,25,56,14,68,1
99,59,6,25,9,22,120,41,79,83,1
61,16,50,114,68,17,2,112,54,91,1
111,14,102,8,25,112,85,54,110,74,1
41,84,7,4,9,23,44,14,28,64,1
3,76,32,37,6,91,36,63,104,77,1
62,69,21,106,52,60,47,101,73,40,1
90,14,60,52,34,82,25,78,93,110,1
98,27,46,65,109,120,18,26,7,96,1
28,112,5,52,99,17,119,41,101,81,1
86,114,74,9,110,60,87,85,46,21,0
44,55,22,56,37,90,62,86,19,67,0
9,120,47,54,25,32,64,8,2,22,1
2,21,76,18,99,78,32,87,56,55,1
26,64,72,76,114,104,34,50,20,68,1
67,27,76,129,85,61,96,72,84,26,0
41,102,5,32,60,86,93,25,21,7,1
75,90,42,60,61,21,74,35,87,41,1
22,23,16,8,5,60,74,9,90,72,0
68,84,49,63,119,56,7,11,51,14,1
86,75,87,74,53,51,23,31,1,7,0
79,12,26,20,59,14,77,86,9,72,1
51,50,41,34,62,87,73,81,44,40,1
8,75,29,64,14,3,93,103,84,17,1
34,74,42,90,104,25,41,22,31,2,1
86,22,4,18,6,112,68,83,93,42,0
113,20,44,75,100,22,9,108,41,23,1
17,7,90,110,72,31,22,48,86,54,1
119,22,5,51,74,30,76,7,3,93,0
41,45,75,25,101,88,9,68,129,23,1
39,8,60,25,75,114,76,23,9,37,0
50,59,64,111,21,54,45,89,26,14,1
37,32,101,23,6,48,5,29,73,14,0
14,75,41,74,121,60,90,25,76,8,0
4,14,8,50,104,32,93,5,28,21,1
14,16,1,45,11,37,56,4,9,57,0
47,36,41,90,14,29,97,44,64,27,1
9,72,17,29,87,55,105,23,74,18,1
2,74,42,68,9,41,105,64,25,104,1
1,25,74,110,112,60,5,14,101,46,0
45,9,4,85,2,104,90,82,72,101,0
102,6,5,78,74,97,7,10,101,9,1
8,104,27,101,16,111,4,97,51,59,0
104,54,119,86,39,82,14,105,22,4,0
23,32,15,46,86,36,56,62,25,9,0
52,97,37,100,3,56,62,113,44,120,1
102,35,25,7,41,114,11,74,10,62,0
14,60,113,37,77,75,104,1,73,25,1
67,23,14,21,33,63,42,99,41,39,1
38,7,103,93,16,2,33,14,47,48,0
68,100,106,53,107,56,79,9,10,14,0
1,84,25,22,27,8,110,26,52,73,1
41,16,4,106,25,15,31,39,14,9,1
21,41,64,84,110,76,60,85,6,86,1
48,39,84,71,104,5,43,93,51,81,1
19,119,45,31,12,97,8,23,110,34,1
96,5,48,9,6,12,102,46,27,85,0
119,32,21,7,22,27,11,6,72,47,1
25,74,42,104,121,21,9,47,87,41,0
26,93,99,61,14,6,83,90,114,65,1
110,93,76,85,111,108,59,8,97,105,0
83,40,52,21,93,9,10,7,98,72,1
52,75,42,7,101,114,30,22,29,14,0
41,96,97,56,78,55,103,32,46,37,1
27,109,32,104,101,26,18,73,25,28,1
121,14,113,42,86,76,119,120,12,19,1
20,14,61,50,8,84,81,96,114,22,1
74,20,101,72,40,1,27,9,47,99,1
8,5,15,26,97,114,93,14,25,86,0
7,20,50,19,10,9,83,6,101,5,1
23,93,58,76,27,129,14,7,10,8,1
3,14,29,59,50,86,21,42,26,23,1
42,23,7,109,61,75,10,1,19,82,1
25,4,73,14,112,5,76,60,7,39,1
120,27,81,31,4,34,85,119,32,93,1
10,88,11,81,114,91,46,113,35,96,1
102,30,57,50,11,79,66,93,45,3,1
55,99,30,50,19,1,108,105,3,88,1
62,86,46,67,42,84,22,14,30,44,1
2,32,47,67,119,6,49,22,87,29,1
59,51,90,43,1,91,22,99,101,44,1
74,64,44,9,32,6,2,21,48,22,1
14,121,11,4,49,36,90,59,95,22,0
74,14,41,9,111,7,34,79,10,100,1
14,22,25,72,36,26,74,110,16,41,1
16,73,37,14,23,87,28,12,114,76,0
14,87,49,91,90,129,106,19,56,66,1
5,18,105,101,104,2,25,114,90,39,1
52,9,99,34,5,1,74,86,53,32,0
50,51,26,114,23,86,14,121,4,11,1
101,129,7,21,8,107,90,108,41,114,1
67,86,23,112,47,20,98,75,6,76,0
87,14,106,21,54,90,120,23,8,74,1
7,54,23,50,55,51,70,11,16,35,1
93,14,40,31,74,69,84,35,25,62,1
74,41,14,101,5,46,32,86,93,120,1
23,9,114,20,48,25,18,82,84,2,0
54,39,28,20,62,72,36,23,14,31,1
11,101,31,80,2,86,26,44,97,36,1
44,63,14,5,13,97,93,105,56,62,0
28,72,120,91,75,16,31,89,15,85,0
10,76,14,7,120,73,98,5,105,36,1
5,22,41,58,11,114,90,74,112,8,0
14,46,119,90,44,8,25,121,21,120,1
20,74,9,21,41,14,8,97,86,2,1
10,14,7,90,59,41,86,37,101,16,1
82,72,50,120,7,13,60,93,90,83,1
44,42,4,60,9,75,3,78,70,6,0
47,68,41,21,20,63,87,74,18,25,1
93,7,9,90,22,102,26,52,10,109,1
52,25,30,67,2,14,101,104,36,49,1
30,22,93,5,104,114,101,66,41,84,1
81,5,106,104,66,9,34,99,23,64,1
114,84,101,74,7,17,44,104,31,14,0
102,76,81,9,31,90,60,16,92,13,0
52,100,6,45,110,20,23,16,105,44,0
75,76,9,8,19,104,87,39,89,14,0
87,74,8,47,14,96,6,30,83,21,0
5,54,22,98,101,64,104,46,102,96,0
26,4,100,61,9,22,32,60,21,38,1
114,53,99,62,50,110,16,68,46,87,1
26,67,29,25,14,34,36,63,7,85,0
84,72,14,19,25,57,79,63,119,17,1
54,3,9,47,2,37,25,98,82,96,1
75,90,106,120,6,25,21,60,4,27,0
6,105,29,75,102,3,79,76,110,89,1
14,26,51,1,93,97,56,23,90,19,0
11,99,72,37,90,8,98,30,64,121,1
72,7,60,101,86,29,25,22,8,35,1
48,25,120,40,108,110,33,102,18,36,1
60,14,25,19,54,41,85,114,75,120,1
101,7,84,114,120,11,14,129,27,6,0
102,76,90,41,9,8,97,7,26,120,1
77,114,73,74,75,84,64,32,1,7,0
47,60,90,8,26,112,52,74,72,120,0
36,101,59,82,111,6,25,110,85,11,0
64,13,60,90,54,2,25,39,26,72,0
75,93,90,14,36,22,79,39,3,54,0
47,104,26,22,75,88,8,84,44,30,1
82,37,84,93,45,9,102,3,8,23,1
7,75,31,71,41,30,17,102,15,21,1
17,60,121,87,44,56,19,59,5,26,1
6,104,14,86,20,76,41,25,119,102,1
62,114,23,40,41,65,85,14,48,99,1
14,26,55,8,87,106,23,110,34,21,1
99,7,10,61,51,52,9,76,27,60,1
9,74,97,44,105,7,106,71,77,86,0
9,12,74,83,16,4,26,71,23,69,1
10,105,14,106,26,83,86,8,23,59,1
90,111,42,23,56,77,22,93,37,14,1
8,7,11,22,9,120,6,39,102,73,1
56,51,31,32,4,25,93,14,29,52,1
17,9,23,106,5,19,74,90,102,114,1
121,35,44,21,71,56,104,40,47,84,0
90,81,14,64,106,60,25,72,75,76,0
76,101,14,104,9,23,53,82,26,42,0
36,14,16,9,60,84,74,13,54,91,1
42,84,39,14,9,7,50,87,41,75,0
30,77,79,28,101,84,22,108,67,5,1
23,101,97,54,15,11,60,100,95,26,0
62,72,17,75,52,9,14,32,26,54,1
60,22,48,112,101,85,121,102,6,82,1
7,11,14,8,121,51,54,84,31,101,1
12,5,110,104,47,25,90,93,100,14,0
72,50,62,129,14,106,121,104,12,87,1
114,22,23,21,32,14,4,25,99,26,1
74,19,104,87,9,114,14,10,25,7,0
25,41,60,76,112,26,98,89,31,52,1
14,102,86,41,101,34,21,70,69,26,1
8,26,39,53,7,106,2,75,14,25,1
70,20,29,26,9,25,64,74,41,2,1
50,25,68,60,56,23,106,9,119,46,0
79,35,67,44,119,95,34,14,90,46,1
76,79,23,9,41,75,74,104,6,26,1
84,104,6,41,9,83,23,86,114,129,0
10,14,102,84,76,114,26,63,98,82,0
101,9,41,60,25,93,39,87,19,22,1
57,32,79,72,54,86,74,62,110,41,1
26,14,54,30,23,60,6,76,7,86,1
37,56,14,48,74,47,105,10,6,5,1
23,74,67,102,72,41,60,26,101,76,0
48,92,108,102,20,59,85,81,19,25,1
91,104,25,47,70,5,120,89,114,9,0
73,35,71,84,72,53,67,22,64,23,1
26,105,84,9,60,120,106,62,67,25,1
3,19,66,106,42,5,89,101,2,39,0
87,45,15,51,81,86,5,60,44,17,1
67,13,68,32,121,91,79,114,34,120,1
40,11,34,21,69,42,22,120,9,91,0
74,41,23,85,101,75,86,21,31,6,0
112,17,9,14,35,57,87,88,104,67,0
17,6,9,28,121,14,12,112,25,39,0
102,86,1,14,68,105,84,76,6,74,1
74,67,108,41,98,84,110,14,93,101,1
61,6,71,100,72,56,70,129,2,38,1
9,86,10,7,93,19,34,121,75,56,0
95,88,75,63,98,35,102,18,45,101,0
89,114,31,106,19,119,97,90,74,44,1
11,99,85,42,5,68,64,56,16,6,0
45,109,20,66,63,6,121,77,55,50,1
44,76,66,7,14,46,93,16,31,71,0
114,8,66,30,99,77,84,23,90,16,1
114,51,111,129,82,99,21,43,16,97,1
59,26,92,60,14,93,23,50,98,101,1
87,22,1,42,25,34,5,9,14,12,1
8,35,105,34,104,101,9,89,93,74,0
101,72,59,84,41,87,16,22,52,89,1
72,34,7,54,120,114,113,91,60,21,1
8,104,27,86,46,6,87,60,90,19,0
17,26,81,14,101,9,39,29,25,44,1
25,93,119,94,97,21,31,18,53,76,0
6,2,79,86,39,14,52,84,41,74,1
75,7,10,20,81,62,101,87,18,121,1
39,23,50,7,1,6,84,83,88,62,1
46,4,86,23,84,120,101,65,50,67,1
79,93,106,21,100,74,104,12,14,86,1
54,9,121,108,101,93,86,13,37,110,1
129,79,91,60,39,14,47,95,86,13,0
104,26,32,41,74,106,21,95,96,62,0
1,42,99,75,88,14,19,54,101,17,1
16,14,34,93,86,7,97,35,119,8,1
107,88,9,37,109,35,99,74,120,90,1
85,129,104,23,8,60,106,90,98,110,0
106,14,76,105,25,85,108,64,77,92,1
10,75,32,104,106,8,3,101,25,19,1
76,27,70,19,60,11,25,98,91,18,1
22,44,25,84,104,8,68,9,69,76,1
23,25,51,3,35,49,72,16,26,36,0
25,59,114,28,5,21,102,84,46,44,1
105,112,56,38,54,67,40,30,82,14,0
84,41,86,21,55,2,20,22,90,93,1
26,22,34,65,100,121,31,67,119,72,1
99,52,47,81,26,36,93,45,90,60,1
99,112,32,14,41,91,93,92,87,113,0
101,52,54,34,7,73,86,102,26,67,1
12,7,15,19,75,26,13,14,1,87,1
21,119,28,106,41,30,84,42,39,54,0
99,54,50,61,64,38,19,41,51,66,1
1,105,69,26,11,50,21,41,79,86,1
22,14,72,108,75,36,76,88,64,93,0
84,86,7,41,10,104,21,42,74,9,0
9,63,29,70,65,82,111,35,64,129,1
2,74,21,6,86,84,26,14,110,49,1
48,76,111,44,85,28,121,93,59,25,0
9,60,16,74,19,93,50,47,14,21,1
50,71,101,41,65,91,2,96,34,43,1
22,3,72,7,107,89,86,104,32,17,1
31,25,2,8,39,90,57,114,76,74,1
101,60,121,84,114,47,54,14,74,110,0
21,87,101,12,7,95,60,86,22,90,0
52,9,27,61,81,48,82,60,54,86,1
61,16,21,87,64,120,14,34,41,75,1
14,100,91,30,114,26,12,40,57,23,1
31,77,68,102,16,86,65,67,25,14,1
82,6,74,7,64,108,92,85,29,112,0
5,26,46,32,89,42,7,102,114,74,0
90,29,6,5,36,68,74,7,11,10,0
9,41,11,16,84,37,15,83,44,96,1
26,121,59,97,44,46,67,25,100,9,1
14,86,21,68,52,11,48,84,104,37,1
75,97,8,64,74,23,14,11,114,27,1
54,21,114,14,20,86,26,129,104,34,1
51,90,43,104,59,42,86,14,93,23,1
121,74,56,104,54,57,26,105,13,93,0
11,9,44,73,68,93,19,84,33,34,1
10,7,40,11,3,25,54,99,75,119,0
112,21,19,100,54,101,25,99,52,76,1
8,23,83,104,86,14,9,45,90,114,0
68,76,110,5,47,70,39,28,7,52,1
60,68,50,32,14,56,67,62,120,121,1
101,110,60,90,22,108,9,93,84,8,1
51,22,45,86,120,6,110,36,37,20,0
62,73,40,83,121,50,77,49,74,104,0
105,12,11,94,44,6,23,10,74,42,1
58,55,101,54,7,85,16,62,39,93,1
60,14,28,17,56,50,1,98,36,67,1
33,80,26,60,101,84,97,44,47,25,1
75,32,37,42,27,74,78,26,7,112,1
22,10,7,23,75,13,40,9,29,21,1
74,86,76,96,47,11,7,41,6,30,1
48,104,60,84,26,101,4,30,14,46,0
7,56,22,75,44,63,51,17,101,27,1
14,85,42,25,21,41,104,80,82,26,1
60,6,17,27,85,42,19,90,76,110,1
43,102,14,98,8,19,36,101,70,25,0
45,30,81,64,99,52,62,41,47,40,0
22,113,30,61,53,37,100,77,62,104,0
71,60,41,90,77,54,50,120,34,68,1
2,9,95,121,74,119,81,44,21,50,1
104,25,69,119,106,84,71,17,75,86,1
53,102,105,47,41,84,99,4,75,74,1
21,93,46,62,111,42,81,19,22,9,0
86,84,104,96,16,64,80,120,113,14,0
53,104,74,7,63,9,119,44,86,14,0
91,10,34,26,105,114,77,43,20,84,1
59,2,14,75,50,20,74,32,47,68,0
93,61,97,33,60,9,59,74,90,54,0
74,41,48,52,129,36,60,20,93,50,1
23,98,75,96,27,25,60,77,85,59,0
79,23,50,32,40,47,53,22,42,101,1
77,104,8,83,31,93,27,36,17,90,1
75,94,110,36,42,14,63,6,102,84,0
5,11,12,129,75,57,120,53,41,7,1
48,84,21,32,41,26,81,101,59,22,1
21,99,63,32,52,41,62,93,83,19,1
32,26,21,5,22,71,14,9,120,11,1
12,100,26,75,17,120,52,90,99,4,1
26,14,106,16,44,84,51,11,99,6,0
41,102,25,87,46,44,86,90,104,39,1
106,4,7,81,101,5,92,34,91,60,1
35,84,114,10,50,39,60,44,30,7,0
66,51,47,93,22,49,74,5,70,121,1
7,26,67,22,84,58,44,1,45,114,0
60,114,62,5,34,106,67,98,51,102,0
75,110,121,22,72,64,81,14,7,74,1
93,34,84,35,14,87,111,42,56,10,0
57,14,22,84,82,71,29,100,32,74,1
91,97,39,35,56,74,45,84,6,7,0
1,33,46,97,89,59,37,80,65,69,0
74,20,93,50,35,17,79,48,28,25,0
64,71,77,23,106,90,76,54,103,13,1
76,60,41,9,3,106,84,52,129,44,1
108,56,105,4,14,20,44,34,36,83,1
9,104,108,92,85,41,74,34,14,121,1
32,90,120,19,89,91,21,106,51,99,1
63,100,37,60,74,25,2,21,23,26,1
6,50,102,76,74,2,14,82,90,67,1
2,81,83,114,105,27,54,74,53,13,1
46,20,6,9,2,88,90,8,11,62,1
93,22,75,48,14,40,7,104,74,56,0
5,14,6,26,23,25,103,33,72,74,1
35,97,72,101,14,64,52,67,42,114,0
99,98,6,84,75,70,101,14,85,36,1
92,66,6,104,83,102,29,74,67,68,1
83,15,101,6,10,99,56,50,8,7,1
27,114,102,95,2,83,98,9,10,72,0
87,6,45,33,56,104,95,1,31,68,1
44,29,114,105,57,2,59,102,8,31,0
52,46,39,60,50,9,32,98,56,26,1
21,76,8,5,12,14,42,86,85,47,0
7,102,28,26,72,68,23,13,66,6,0
119,106,91,72,45,83,54,46,21,51,1
120,17,53,67,30,101,93,26,74,102,1
60,105,10,6,84,14,7,68,18,93,1
19,44,23,33,26,84,107,36,70,98,0
10,19,13,8,104,1,25,14,22,101,0
48,101,104,11,7,93,56,72,86,106,1
84,63,40,14,6,28,26,93,86,41,1
25,108,77,85,45,101,41,112,14,84,1
99,84,74,86,44,14,7,64,70,26,0
17,14,98,44,75,86,54,47,119,53,1
99,44,7,39,9,17,85,93,41,74,1
42,109,21,101,8,25,2,61,56,34,0
104,17,25,30,8,74,18,79,84,120,1
74,61,77,56,76,1,26,62,89,106,0
87,113,10,108,84,22,65,59,86,60,0
95,84,33,32,104,90,93,74,1,34,1
56,99,86,26,76,33,17,6,7,101,1
56,74,84,83,20,36,9,108,92,85,0
61,48,74,4,30,26,84,120,93,23,0
87,9,61,70,104,93,75,38,25,10,1
14,105,114,19,32,90,77,66,95,2,0
52,89,77,93,37,65,61,112,6,88,0
74,9,7,48,64,22,14,11,35,50,0
77,114,7,71,35,21,70,12,32,5,1
6,25,102,71,120,76,26,93,96,74,1
54,32,106,53,34,56,5,86,93,19,1
99,102,50,110,114,82,105,100,121,8,1
6,17,55,9,26,108,104,48,84,7,1
19,72,5,129,59,55,76,18,93,109,1
102,93,101,13,9,22,8,41,112,58,0
74,26,99,44,1,16,52,9,14,86,1
48,40,75,84,49,77,51,22,71,47,1
86,5,22,97,114,119,14,36,41,84,0
84,120,67,14,33,74,83,32,17,99,1
43,16,84,72,90,54,5,7,10,74,0
74,26,99,23,70,48,92,108,102,20,0
102,25,101,14,48,66,95,120,26,86,0
17,27,16,56,44,28,112,47,25,109,1
70,53,45,32,44,12,14,99,71,22,0
10,7,40,66,77,101,22,90,104,81,1
14,39,84,60,72,27,36,58,56,114,0
112,9,104,35,74,84,75,71,21,81,0
60,86,12,74,90,48,82,85,20,75,0
8,108,106,101,66,90,17,29,86,6,0
110,90,6,17,5,41,14,101,75,64,1
14,101,74,49,10,2,9,7,104,17,1
42,45,61,107,22,14,63,6,26,35,1
72,14,108,49,62,79,104,17,74,73,1
60,26,22,7,44,14,25,12,28,90,1
56,17,121,49,32,44,14,22,74,5,0
7,10,79,41,8,16,71,105,75,74,1
20,45,86,31,99,35,74,9,114,88,0
40,56,106,5,32,81,14,26,62,25,1
40,61,14,106,27,100,76,69,41,26,1
14,7,17,30,54,16,81,109,35,44,1
33,71,72,56,101,57,89,90,121,48,1
11,86,47,79,42,104,90,60,76,48,0
74,46,36,8,37,14,20,108,114,23,1
94,18,88,64,44,73,27,99,38,33,1
14,104,20,9,42,120,50,21,86,93,1
60,59,112,87,93,106,26,67,22,2,1
93,9,14,59,121,54,19,102,20,106,0
50,38,74,60,90,30,54,19,7,14,1
14,105,31,18,106,5,44,25,12,75,0
25,98,104,9,44,20,5,12,110,23,1
21,64,104,74,41,34,86,32,97,1,1
40,1,85,46,31,60,21,90,99,37,0
23,96,5,54,22,27,1,42,51,45,1
90,28,121,42,106,75,23,107,1,25,0
1,98,101,30,43,44,23,13,84,31,1
102,90,39,46,1,74,22,54,26,16,1
94,100,23,38,1,16,6,13,37,53,0
90,100,76,8,19,1,37,22,2,21,0
112,1,83,74,52,14,7,10,82,60,1
96,7,74,10,105,1,14,64,46,40,0
9,71,1,11,26,83,84,108,41,39,0
55,65,91,113,60,77,52,32,120,1,1
101,90,104,67,25,1,87,7,32,121,1
17,99,83,5,1,76,22,25,14,44,0
14,1,101,26,32,11,60,44,64,58,1
42,73,121,45,19,77,8,90,1,60,1
22,75,60,71,1,77,86,58,5,47,0
105,63,2,62,98,83,14,32,6,1,1
25,1,104,30,101,102,26,41,23,74,0
76,22,16,5,54,1,14,90,102,84,0
1,21,27,38,88,43,74,16,93,5,1
62,74,8,45,78,101,66,1,60,82,0
1,114,51,105,90,66,14,87,89,42,0
53,104,1,37,45,22,90,114,12,120,1
1,37,104,121,14,10,60,7,76,31,0
60,74,1,37,11,85,129,41,27,106,0
101,56,72,83,61,46,14,85,1,7,1
46,68,88,119,42,50,1,104,13,22,1
7,60,73,90,1,121,10,99,97,86,1
6,20,2,25,7,9,87,79,96,1,1
23,98,1,37,86,70,9,62,87,47,0
31,1,86,34,99,104,90,41,100,17,0
1,6,120,14,93,81,110,68,64,46,0
9,1,74,16,68,79,25,101,41,63,1
30,1,106,26,47,7,68,34,81,108,1
22,9,72,26,76,1,84,5,39,98,0
96,84,72,90,101,30,16,1,19,5,0
23,27,73,120,62,14,106,32,50,1,1
41,14,74,107,50,7,1,27,2,4,1
102,86,17,84,12,8,1,5,33,11,1
39,97,129,63,69,29,1,52,38,65,0
14,21,63,26,10,90,1,9,74,7,1
6,46,53,21,90,62,74,92,1,87,1
110,98,74,27,1,14,106,25,31,93,0
84,80,34,64,1,62,28,59,5,72,0
9,97,110,52,12,106,64,1,14,23,0
82,7,1,2,26,102,101,41,106,86,1
41,68,84,25,104,88,74,5,1,112,1
11,120,97,86,41,68,96,56,1,14,0
2,25,59,112,1,50,66,98,41,114,0
19,8,84,102,101,105,1,99,31,22,1
43,84,1,51,60,44,14,59,30,22,1
98,100,89,8,1,53,73,12,26,47,1
106,1,39,99,87,23,72,32,26,19,1
75,101,2,13,42,22,41,1,14,68,1
74,68,55,1,51,101,7,8,113,14,0
48,90,2,75,86,17,93,11,1,3,1
101,23,92,57,26,102,87,98,25,1,0
17,54,110,13,90,120,75,1,107,121,0
45,1,20,112,23,93,30,60,70,22,0
1,75,96,64,17,101,14,11,27,41,1
14,5,101,1,21,84,56,120,9,22,1
1,27,81,9,76,23,106,14,104,90,0
19,42,106,90,86,16,12,14,121,1,0
27,46,32,6,57,19,119,75,52,1,1
88,25,1,37,5,101,46,26,93,98,1
106,97,85,105,1,69,93,101,34,60,1
102,47,75,5,1,6,110,51,76,96,0
26,14,11,104,19,113,1,20,36,32,1
14,93,61,104,52,84,74,28,1,37,1
9,7,22,27,12,70,26,1,14,23,1
14,1,22,59,20,16,25,74,84,41,1
2,31,119,93,11,42,14,4,114,26,0
77,16,121,52,61,53,2,63,22,74,0
50,2,14,30,67,23,25,37,42,74,1
2,46,84,64,41,6,37,76,14,102,1
65,119,33,20,28,77,4,2,87,25,0
19,41,30,76,104,2,106,7,3,10,0
2,35,74,6,104,44,21,84,93,22,0
50,98,93,9,74,47,100,95,2,14,1
114,25,37,7,10,26,12,74,2,5,1
7,37,8,53,13,39,9,93,5,2,1
49,6,16,106,71,2,119,84,44,20,0
36,10,7,2,114,68,98,42,86,50,1
9,6,120,81,54,2,27,61,14,41,0
74,101,104,30,41,93,34,9,2,27,1
84,61,23,8,5,7,54,2,66,40,0
72,2,17,5,83,56,70,27,4,74,1
68,23,50,98,6,101,14,54,31,2,1
90,93,7,14,56,106,74,2,36,129,1
9,46,106,16,6,45,2,7,14,10,0
74,129,14,35,32,88,22,86,2,17,1
2,39,48,90,4,14,59,112,26,93,0
27,2,76,8,9,90,44,35,19,7,1
6,101,121,2,87,41,74,46,26,110,1
84,110,2,85,93,28,9,86,12,44,1
9,3,111,104,56,37,86,2,105,27,1
50,2,41,105,74,93,119,19,75,43,1
20,34,5,42,40,21,88,9,114,2,1
13,120,58,90,18,106,65,59,2,93,0
90,77,74,106,120,2,101,34,72,64,0
110,2,61,60,90,76,70,88,5,41,1
86,114,104,32,6,67,121,30,2,14,1
60,8,100,74,31,27,2,61,86,114,1
46,51,83,55,12,31,2,8,112,40,1
101,2,84,39,49,55,64,86,6,23,0
58,2,44,98,49,25,9,37,11,36,0
41,62,74,5,69,48,2,64,101,76,1
96,7,26,74,41,58,2,49,40,54,0
100,57,4,2,34,21,95,105,32,44,1
30,44,2,22,75,23,54,9,90,14,0
20,61,42,31,2,52,21,5,71,93,1
66,120,34,73,45,2,25,86,94,74,1
50,25,73,83,110,74,84,87,114,2,1
37,93,2,102,52,54,14,78,47,25,1
77,11,40,104,22,99,81,72,2,46,1
88,114,75,27,2,68,15,45,76,102,1
70,76,121,2,90,85,46,14,41,5,0
3,17,2,99,101,7,41,60,90,107,0
102,12,32,110,108,113,43,3,2,71,1
101,114,27,9,23,15,106,2,85,25,1
47,50,26,60,108,2,67,64,76,5,1
2,41,84,39,101,21,96,67,17,26,1
113,83,114,110,26,2,25,90,93,121,1
41,19,102,2,58,52,100,78,45,37,1
75,76,41,26,14,2,86,57,35,101,1
2,76,90,93,25,31,121,42,56,14,0
110,2,43,41,21,114,101,60,86,93,0
74,17,97,50,114,67,64,2,120,53,1
68,120,9,23,114,102,2,101,86,81,0
62,14,2,119,34,9,106,73,84,120,1
119,22,54,31,7,2,68,67,64,34,1
2,76,110,101,14,47,98,31,114,26,1
62,41,17,101,104,106,5,9,72,2,0
23,26,9,2,42,13,69,44,101,37,0
37,2,42,101,34,90,86,81,14,22,1
7,86,68,10,119,91,2,9,19,75,1
14,13,60,91,47,26,67,2,9,101,1
119,86,73,15,84,32,26,41,82,2,1
112,23,97,8,2,47,71,13,90,93,1
16,56,29,84,48,89,7,81,88,3,1
44,19,16,3,106,82,31,8,86,23,0
6,20,5,70,106,30,26,67,93,3,1
11,3,42,23,26,47,114,53,71,54,0
106,70,30,85,14,3,101,7,44,110,1
